label,study,arm,es,year,TESTEX,age,sex_%_male,weight,bmi,train_status,healthy_clinical,RT_only,weeks,freq,exercises,sets_exercise,reps,load,task_failure_y_n,outcome,measure,region,specific_region,study_design,RT_n,RT_pre_m,RT_post_m,RT_delta_m,RT_pre_se,RT_post_se,RT_delta_se,RT_pre_sd,RT_post_sd,RT_delta_sd,RT_delta_CI_lower,RT_delta_CI_upper,RT_delta_t_value,RT_delta_p_value,CON_n,CON_pre_m,CON_post_m,CON_delta_m,CON_pre_se,CON_post_se,CON_delta_se,CON_pre_sd,CON_post_sd,CON_delta_sd,CON_delta_CI_lower,CON_delta_CI_upper,CON_delta_t_value,CON_delta_p_value,Notes
"Kraemer et al., Med Sci Sports Exerc, 2004",51,90,540,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,5,,y,hypertrophy,MRI,upper,biceps ,between,21,7.7,9.08,,,,,1.01,1.36,,,,,0.05,6,7.75,7.79,,,,,1.26,1.27,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,90,541,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,5,,y,hypertrophy,MRI,upper,triceps,between,21,19.55,23.36,,,,,2.85,2.82,,,,,0.05,6,19.61,19.67,,,,,3.16,3.41,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,90,542,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,5,,y,strength,1RM,upper,bench press,between,21,33.65313653,43.28413284,,,,,6.642066421,6.199261993,,,,,0.05,6,31.10701107,32.32472325,,,,,6.974169742,6.752767528,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,91,543,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,10,,y,hypertrophy,skinfold,total,total,between,19,47,48.2,,,,,5.6,5.9,,,,,0.05,6,48.4,48.6,,,,,3.7,3.9,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,91,544,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,10,,y,hypertrophy,MRI,upper,brachialis,between,19,4.89,5.27,,,,,0.91,1.09,,,,,0.05,6,4.6,4.55,,,,,0.65,0.68,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,91,545,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,10,,y,hypertrophy,MRI,upper,biceps ,between,19,7.77,9.05,,,,,1.66,2.27,,,,,0.05,6,7.75,7.79,,,,,1.26,1.27,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,91,546,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,10,,y,hypertrophy,MRI,upper,triceps,between,19,19.7,23.25,,,,,3.39,4.47,,,,,0.05,6,19.61,19.67,,,,,3.16,3.41,,,,,,
"Kraemer et al., Med Sci Sports Exerc, 2004",51,91,547,2004,5,23.11529412,0,64.96023529,,untrained,healthy,y,24,3,8,3,10,,y,strength,1RM,upper,bench press,between,19,34.31734317,43.72693727,,,,,7.970479705,8.966789668,,,,,0.05,6,31.10701107,32.32472325,,,,,6.974169742,6.752767528,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,92,548,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,strength,6RM,lower,leg press,between,10,10.6,15,,,,,2.9,2.5,,,,,0.01,11,11.4,11.7,,,,,2,1.7,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,92,549,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,strength,6RM,upper,seated row,between,10,5.6,8.1,,,,,1.3,1.3,,,,,0.01,11,5.2,5.1,,,,,1.1,0.9,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,92,550,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,hypertrophy,BIA,total,total,between,10,24,24.9,,,,,1,0.9,,,,,0.01,11,23.9,23.9,,,,,2.6,2.7,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,93,551,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,strength,6RM,lower,leg press,between,10,12.5,14.9,,,,,3.2,3,,,,,0.01,11,11.4,11.7,,,,,2,1.7,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,93,552,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,strength,6RM,upper,seated row,between,10,5.1,7.3,,,,,1,1.4,,,,,0.01,11,5.2,5.1,,,,,1.1,0.9,,,,,,
"Krcmárová et al., Chronobiol Int, 2018",52,93,553,2018,9,66,0,75,,untrained,healthy,y,12,2,8,3,11,,y,hypertrophy,BIA,total,total,between,10,25.1,25.3,,,,,4.5,4.6,,,,,,11,23.9,23.9,,,,,2.6,2.7,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,94,554,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,5,4,90,y,strength,1RM,upper,bench press,between,10,54.5,69,,,,,14.4,15,,,,,0.01,10,57.8,57,,,,,6.2,5.6,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,94,555,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,5,4,90,y,hypertrophy,MRI,upper,pectoralis major,between,10,329.2,363.6,,,,,104.9,103.8,,,,,0.01,10,338.4,333.7,,,,,40.2,40,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,95,556,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,3,8,80,y,strength,1RM,upper,bench press,between,12,50.4,64.4,,,,,14.7,16.4,,,,,0.01,10,57.8,57,,,,,6.2,5.6,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,95,557,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,3,8,80,y,hypertrophy,MRI,upper,pectoralis major,between,12,345.6,379.4,,,,,92.4,95.9,,,,,0.01,10,338.4,333.7,,,,,40.2,40,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,96,558,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,2,12,70,y,strength,1RM,upper,bench press,between,10,56,66,,,,,8.1,6.9,,,,,0.01,10,57.8,57,,,,,6.2,5.6,,,,,,
"Kubo et al., J Strength Cond Res, 2021",53,96,559,2021,8,21,100,63.83333333,,untrained,healthy,y,10,2,1,2,12,70,y,hypertrophy,MRI,upper,pectoralis major,between,10,336.4,373,,,,,46.2,41.2,,,,,0.01,10,338.4,333.7,,,,,40.2,40,,,,,,
"Kukuljan et al., J Appl Physiol, 2009",54,97,560,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,y,52,3,15,2,10,72.5,,hypertrophy,DXA,total,total,between,46,58.5,59.1,0.7,,,,6.5,6.4,,0.2,1.1,,,44,57.5,57.5,0.1,,,,5.8,5.6,,-0.4,0.5,,,
"Kukuljan et al., J Appl Physiol, 2009",54,97,561,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,y,78,3,15,2,10,72.5,,hypertrophy,DXA,total,total,between,46,58.5,58.8,0.3,,,,6.5,6.6,,-0.2,0.9,,,44,57.5,57.1,-0.2,,,,5.8,5.9,,-0.5,0.1,,,
"Kukuljan et al., J Appl Physiol, 2009",54,97,562,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,y,78,3,15,2,10,72.5,,hypertrophy,CT,lower,legs,between,46,151.9,153.1,0.7,,,,18.3,20.2,,-0.5,1.8,,,44,148.5,144.8,-1.5,,,,20,19.5,,-2.5,-0.5,,,
"Kukuljan et al., J Appl Physiol, 2009 - with fortified milk",54,98,563,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,n,52,3,15,2,10,72.5,,hypertrophy,DXA,total,total,between,45,57,58.2,1,,,,6.4,6.1,,0.4,1.5,,,44,57.5,57.5,0.1,,,,5.8,5.6,,-0.4,0.5,,,
"Kukuljan et al., J Appl Physiol, 2009 - with fortified milk",54,98,564,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,n,78,3,15,2,10,72.5,,hypertrophy,DXA,total,total,between,45,57,58.2,0.9,,,,6.4,6.1,,0.3,1.6,,,44,57.5,57.1,-0.2,,,,5.8,5.9,,-0.5,0.1,,,
"Kukuljan et al., J Appl Physiol, 2009 - with fortified milk",54,98,565,2009,8,61.00444444,100,83.61833333,27.48277778,untrained,healthy,n,78,3,15,2,10,72.5,,hypertrophy,CT,lower,legs,between,45,145.9,147.8,1.4,,,,17.6,18.2,,0.1,2.7,,,44,148.5,144.8,-1.5,,,,20,19.5,,-2.5,-0.5,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,99,566,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,6.571428571,,,strength,1RM,lower,squat,between,11,145.3,178.5,,4.8,5.2,,,,,,,,,7,141.4,145.6,,5.5,6.3,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,99,567,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,6.571428571,,,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,11,5186.4,5968.1,,444,516.4,,,,,,,,,7,5567.7,5330.6,,521.5,572,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,99,568,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,6.571428571,,,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,11,5753.2,6820.1,,379.4,373.3,,,,,,,,,7,5911.6,6159,,521.2,462.1,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,99,569,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,6.571428571,,,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,11,4647.9,6569.6,,343.8,364.5,,,,,,,,,7,4946,5388.8,,465.3,424.7,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,100,570,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,7.2,43,,strength,1RM,lower,squat,between,11,147.2,171.5,,4.5,5.3,,,,,,,,,7,141.4,145.6,,5.5,6.3,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,100,571,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,7.2,43,,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,11,5358.4,5063.4,,454.9,456.4,,,,,,,,,7,5567.7,5330.6,,521.5,572,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,100,572,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,7.2,43,,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,11,5605.2,6463,,402.1,394.7,,,,,,,,,7,5911.6,6159,,521.2,462.1,,,,,,,,,
"Lamas et al., Scand J Med Sci Sports, 2009",55,100,573,2009,7,23.53103448,100,75.23793103,,untrained,healthy,y,8,3,1,5.666666667,7.2,43,,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,11,5509.2,6579.6,,453.1,418.8,,,,,,,,,7,4946,5388.8,,465.3,424.7,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,101,574,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,hypertrophy,DXA,total,total,between,8,53.92690058,54.18421053,,2.540935673,2.830409357,,,,,,,,,7,52.35087719,52.25438596,,2.219298246,2.122807018,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,101,575,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,strength,isokinetic,lower,knee extension,between,8,119.4957983,138.7815126,,13.23529412,13.99159664,,,,,,,,0.05,7,135.7563025,139.5378151,,15.50420168,13.23529412,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,101,576,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,strength,isokinetic,lower,knee extension,between,8,75.78947368,89.05263158,,8.336842105,8.715789474,,,,,,,,0.05,7,84.50526316,87.53684211,,9.094736842,8.336842105,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,102,577,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,hypertrophy,DXA,total,total,between,8,56.53216374,59.04093567,,0.675438596,0.611111111,,,,,,,,0.05,7,52.35087719,52.25438596,,2.219298246,2.122807018,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,102,578,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,strength,isokinetic,lower,knee extension,between,8,138.0252101,162.9831933,,4.537815126,4.159663866,,,,,,,,0.05,7,135.7563025,139.5378151,,15.50420168,13.23529412,,,,,,,,,
"Lange et al., J Clin Endocrinol Metab, 2002",56,102,579,2002,6,74,100,80.8,26.7,untrained,healthy,y,12,3,7,4,10,,y,strength,isokinetic,lower,knee extension,between,8,90.18947368,109.8947368,,4.547368421,4.926315789,,,,,,,,0.05,7,84.50526316,87.53684211,,9.094736842,8.336842105,,,,,,,,,
"Levinger et al., Diabetes Care, 2007",57,103,580,2007,8,49.508,32,62.12,24.06,untrained,healthy,y,10,3,7,3,12.6,69,n,hypertrophy,DXA,total,total,between,13,41.8,42.9,,,,,11.1,10.9,,,,,0.05,12,42.6,42.7,,,,,10.2,10.3,,,,,,
"Levinger et al., Diabetes Care, 2007",57,103,581,2007,8,49.508,32,62.12,24.06,untrained,healthy,y,10,3,7,3,12.6,69,n,strength,1RM,total,total,between,13,378.6,496.3,,,,,135.4,137.3,,,,,0.05,12,376.1,371.7,,,,,136.5,143.4,,,,,,
"Levinger et al., Diabetes Care, 2007",57,104,582,2007,8,51.95,66.6,89.45,30.8,untrained,clinical,y,10,3,7,3,12.6,69,n,hypertrophy,DXA,total,total,between,15,51.3,52.4,,,,,10.3,11,,,,,0.05,15,54.3,54,,,,,11.4,11.1,,,,,,
"Levinger et al., Diabetes Care, 2007",57,104,583,2007,8,51.95,66.6,89.45,30.8,untrained,clinical,y,10,3,7,3,12.6,69,n,strength,1RM,total,total,between,15,468.8,628.1,,,,,133.7,172.9,,,,,0.05,15,535.4,530.9,,,,,150.8,153.5,,,,,,
"Lo et al., J Strength Cond Res, 2011",58,105,584,2011,8,20.4,100,66.1,22.5,untrained,healthy,y,24,3,10,1.333333333,,75,,strength,1RM,upper,chest press,between,10,68.18181818,89.31818182,,,,,6.477272727,7.840909091,,,,,,10,60.34090909,64.43181818,,,,,5.390246012,4.312196809,,,,,,
"Lo et al., J Strength Cond Res, 2011",58,105,585,2011,8,20.4,100,66.1,22.5,untrained,healthy,y,24,3,10,1.333333333,,75,,strength,1RM,lower,knee extension,between,10,52.03488372,83.13953488,,,,,9.302325581,9.011627907,,,,,,10,59.30232558,58.43023256,,,,,1.838533523,2.757800285,,,,,,
"Lo et al., J Strength Cond Res, 2011",58,105,586,2011,8,20.4,100,66.1,22.5,untrained,healthy,y,24,3,10,1.333333333,,75,,hypertrophy,DXA,total,total,between,10,50.46,50.77,0.308,,,,3.973,3.279,1.59,,,,,10,49.19,48.77,-0.421,,,,3.463,3.259,0.588,,,,,
"Lo et al., J Strength Cond Res, 2011",58,105,587,2011,8,20.4,100,66.1,22.5,untrained,healthy,y,24,3,10,1.333333333,,75,,hypertrophy,circumference,upper,arms,between,10,27.4,29.7,1.9,,,,3.27,3.46,1.76,,,,,10,28.1,28.6,0.5,,,,3.8,4.28,1.78,,,,,
"Lo et al., J Strength Cond Res, 2011",58,105,588,2011,8,20.4,100,66.1,22.5,untrained,healthy,y,24,3,10,1.333333333,,75,,hypertrophy,circumference,lower,legs,between,10,53.5,56.3,2.4,,,,4.37,4.1,2.51,,,,,10,55.2,56.5,1.3,,,,6.06,4.76,2.53,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,589,2010,8,74.45,100,79.15,,untrained,healthy,y,4,3,1,3,8,80,,strength,1RM,lower,squat,between,12,41.9,57.3,,6.3,7.4,,,,,,,,0.001,12,48.6,48.2,,5.5,5.2,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,590,2010,8,74.45,100,79.15,,untrained,healthy,y,8,3,1,3,8,80,,strength,1RM,lower,squat,between,12,41.9,66.5,,6.3,7.1,,,,,,,,0.0001,12,48.6,46.8,,5.5,5.5,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,591,2010,8,74.45,100,79.15,,untrained,healthy,y,12,3,1,3,8,80,,strength,1RM,lower,squat,between,12,41.9,72.5,,6.3,7.3,,,,,,,,0.0001,12,48.6,47.8,,5.5,5.6,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,592,2010,8,74.45,100,79.15,,untrained,healthy,y,16,3,1,3,8,80,,strength,1RM,lower,squat,between,12,41.9,79.5,,6.3,7.9,,,,,,,,0.0001,12,48.6,48.2,,5.5,5.5,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,593,2010,8,74.45,100,79.15,,untrained,healthy,y,16,3,1,3,8,80,,strength,isometric,lower,knee extension,between,12,702,878,,42,55,,,,,,,,0.05,12,724,711,,65,58,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,594,2010,8,74.45,100,79.15,,untrained,healthy,y,16,3,1,3,8,80,,hypertrophy,DXA,total,total,between,12,54.4,55,,2.4,2.6,,,,,,,,,12,52.4,53.5,,1.5,1.5,,,,,,,,,
"Lovell et al., Eur J Apply Physiol, 2010",59,106,595,2010,8,74.45,100,79.15,,untrained,healthy,y,16,3,1,3,8,80,,hypertrophy,DXA,lower,legs,between,12,10.22,10.98,,5.3,5.4,,,,,,,,0.05,12,10.41,10.52,,3.3,3.1,,,,,,,,,
"Marques et al., Exp Gerontol, 2011",60,107,596,2011,9,67.60638298,0,,28.44255319,untrained,healthy,y,32,3,8,2,7,80,n,hypertrophy,DXA,total,total,between,23,41.8,44.6,,,,,8.6,8.6,,,,,0.05,24,39.4,38.2,,4.6,3.7,,,,,,,,,
"Marques et al., Exp Gerontol, 2011",60,107,597,2011,9,67.60638298,0,,28.44255319,untrained,healthy,y,32,3,8,2,7,80,n,strength,isokinetic,lower,knee extension,between,23,76.2,90.5,,,,,16,15.1,,,,,0.05,24,81.3,79.1,,18.6,19.3,,,,,,,,,
"Marques et al., Exp Gerontol, 2011",60,107,598,2011,9,67.60638298,0,,28.44255319,untrained,healthy,y,32,3,8,2,7,80,n,strength,isokinetic,lower,knee flexion,between,23,50.5,61.6,,,,,18,14.9,,,,,0.05,24,50.6,49.9,,15,11.1,,,,,,,,,
"Marques et al., Exp Gerontol, 2011",60,107,599,2011,9,67.60638298,0,,28.44255319,untrained,healthy,y,32,3,8,2,7,80,n,strength,isokinetic,lower,knee extension,between,23,123,140.7,,,,,29.8,31.1,,,,,0.05,24,134.4,129.6,,27.3,28.6,,,,,,,,,
"Marques et al., Exp Gerontol, 2011",60,107,600,2011,9,67.60638298,0,,28.44255319,untrained,healthy,y,32,3,8,2,7,80,n,strength,isokinetic,lower,knee flexion,between,23,74.6,94.4,,,,,23.4,24.5,,,,,0.05,24,68.6,66.6,,20,20.2,,,,,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,601,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,strength,1RM,upper,bench press,between,14,31.3,,9.7,,,,10.8,,2.8,,,,,15,29.6,,0.1,,,,12.2,,2.1,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,602,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,strength,1RM,lower,leg press,between,14,107,,39.1,,,,40.7,,18,,,,,15,114.2,,5.4,,,,43.8,,4.8,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,603,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,strength,1RM,upper,pulldown,between,14,37.1,,8.1,,,,9.5,,2.9,,,,,15,38.2,,-0.2,,,,11.1,,2.5,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,604,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,strength,1RM,lower,knee flexion,between,14,48.4,,7.8,,,,15.4,,4.8,,,,,15,49.5,,0.2,,,,16.2,,4.7,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,605,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,hypertrophy,DXA,total,total,between,14,42.8,,0.3,,,,7.9,,1.5,,,,,15,42.8,,-0.3,,,,8.7,,1.2,,,,,
"Marston et al., J Sci Med Sport, 2019",61,108,606,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,5,1,85,,hypertrophy,DXA,total,appendicular,between,14,19.4,,0.1,,,,4,,0.7,,,,,15,19.6,,0.1,,,,5,,0.5,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,607,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,strength,1RM,upper,bench press,between,15,30.3,,7,,,,14.7,,3.9,,,,,15,29.6,,0.1,,,,12.2,,2.1,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,608,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,strength,1RM,lower,leg press,between,15,102.7,,36.7,,,,36.5,,20.2,,,,,15,114.2,,5.4,,,,43.8,,4.8,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,609,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,strength,1RM,upper,pulldown,between,15,39.5,,5.6,,,,15.3,,3.1,,,,,15,38.2,,-0.2,,,,11.1,,2.5,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,610,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,strength,1RM,lower,knee flexion,between,15,44.2,,11.3,,,,16.2,,5.8,,,,,15,49.5,,0.2,,,,16.2,,4.7,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,611,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,hypertrophy,DXA,total,total,between,15,41.8,,0.1,,,,9.2,,1.4,,,,,15,42.8,,-0.3,,,,8.7,,1.2,,,,,
"Marston et al., J Sci Med Sport, 2019",61,109,612,2019,7,57.48409091,18.18,71.36363636,26.03636364,untrained,healthy,y,12,,4,3,10,70,,hypertrophy,DXA,total,appendicular,between,15,1.91,,0.4,,,,5.2,,0.7,,,,,15,19.6,,0.1,,,,5,,0.5,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014",62,110,613,2014,6,19.39565217,100,70.89130435,,untrained,healthy,y,14,2,1,1,10,,y,strength,isometric,lower,knee extension,between,12,269.2,329.2,,,,,47,58,,,,,0.001,11,234.1,246.7,,,,,42.8,47.8,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014",62,110,614,2014,6,19.39565217,100,70.89130435,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,9.2,10.9,,,,,1.4,3.6,,,,,0.05,11,8.8,8.9,,,,,1.8,1.6,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014",62,110,615,2014,6,19.39565217,100,70.89130435,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,2.1,3,,,,,1.4,1.3,,,,,0.05,11,1.8,1.9,,,,,0.8,0.8,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014",62,110,616,2014,6,19.39565217,100,70.89130435,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,2.1,2.4,,,,,0.2,0.3,,,,,0.05,11,2.1,2.1,,,,,0.2,0.2,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014",62,110,617,2014,6,19.39565217,100,70.89130435,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,0.9,1.4,,,,,0.2,0.3,,,,,0.05,11,1,1,,,,,0.2,0.3,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014 - Isokinetic",62,111,618,2014,6,19.29130435,100,71.20434783,,untrained,healthy,y,14,2,1,1,10,,y,strength,isometric,lower,knee extension,between,12,264.8,343.3,,,,,42.8,47.8,,,,,0.001,11,234.1,246.7,,,,,42.8,47.8,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014 - Isokinetic",62,111,619,2014,6,19.29130435,100,71.20434783,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,9.1,10.2,,,,,2.5,2.5,,,,,,11,8.8,8.9,,,,,1.8,1.6,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014 - Isokinetic",62,111,620,2014,6,19.29130435,100,71.20434783,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,1.6,2.4,,,,,0.8,1.6,,,,,0.05,11,1.8,1.9,,,,,0.8,0.8,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014 - Isokinetic",62,111,621,2014,6,19.29130435,100,71.20434783,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,2.2,2.4,,,,,0.4,0.5,,,,,0.05,11,2.1,2.1,,,,,0.2,0.2,,,,,,
"Matta et al., Clin Phys Funct Imaging, 2014 - Isokinetic",62,111,622,2014,6,19.29130435,100,71.20434783,,untrained,healthy,y,14,2,1,1,10,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,12,1,1.2,,,,,0.3,0.4,,,,,0.05,11,1,1,,,,,0.2,0.3,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,112,623,1995,6,65,0,64.92777778,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,elbow flexion,between,17,12.55813953,17.44186047,,,,,3.255813953,2.558139535,,,,,0.01,19,11.86046512,11.39534884,,,,,2.003660637,2.33419466,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,112,624,1995,6,65,0,64.92777778,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,lower,leg press,between,17,106.8926554,130.0564972,,,,,11.86440678,18.07909605,,,,,0.01,19,115.3672316,118.7570621,,,,,22.03389831,18.6440678,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,112,625,1995,6,65,0,64.92777778,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,overhead press,between,17,13.8952164,21.75398633,,,,,5.922551253,7.28929385,,,,,0.01,19,13.8952164,15.37585421,,,,,2.391799544,2.505694761,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,112,626,1995,6,65,0,64.92777778,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,bench press,between,17,23.31428571,32.45714286,,,,,4.266666667,6.4,,,,,0.01,19,23.92380952,26.36190476,,,,,2.742857143,3.961904762,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,112,627,1995,6,65,0,64.92777778,,untrained,healthy,y,43.33333333,2,6,3,11,80,,hypertrophy,CT,lower,quadriceps ,between,17,78.3,82.7,,,,,2.4,2.6,,,,,,19,79.4,81.8,,,,,3.8,4.3,,,,,,
